"film_id","title","rating","film_category","rental_cost","avg_rental_cost_by_rating_and_category","rental_cost_compared_to_avg"
3,"Adaptation Holes","NC-17","Documentary","2.99","2.99","0.00"
629,"Notorious Reunion","NC-17","Documentary","0.99","2.99","-2.00"
709,"Racer Egg","NC-17","Drama","2.99","3.52","-0.53"
172,"Coneheads Smoochy","NC-17","Drama","4.99","3.52","1.47"
209,"Darkness War","NC-17","Drama","2.99","3.52","-0.53"
282,"Encounters Curtain","NC-17","Drama","0.99","3.52","-2.53"
521,"Lies Treatment","NC-17","Drama","4.99","3.52","1.47"
401,"Harold French","NC-17","Drama","0.99","3.52","-2.53"
186,"Craft Outfield","NC-17","Drama","0.99","3.52","-2.53"
771,"Scorpion Apollo","NC-17","Drama","4.99","3.52","1.47"
683,"Pity Bound","NC-17","Drama","4.99","3.52","1.47"
818,"Something Duck","NC-17","Drama","4.99","3.52","1.47"
218,"Deceiver Betrayed","NC-17","Drama","0.99","3.52","-2.53"
272,"Edge Kissing","NC-17","Drama","4.99","3.52","1.47"
827,"Spice Sorority","NC-17","Drama","4.99","3.52","1.47"
539,"Luck Opus","NC-17","Drama","2.99","3.52","-0.53"
979,"Witches Panic","NC-17","Drama","4.99","3.52","1.47"
53,"Bang Kwai","NC-17","Family","2.99","2.85","0.14"
476,"Jason Trap","NC-17","Family","2.99","2.85","0.14"
946,"Virtual Spoilers","NC-17","Family","4.99","2.85","2.14"
528,"Lolita World","NC-17","Family","2.99","2.85","0.14"
824,"Spartacus Cheaper","NC-17","Family","4.99","2.85","2.14"
147,"Chocolat Harry","NC-17","Family","0.99","2.85","-1.86"
866,"Sunset Racer","NC-17","Family","0.99","2.85","-1.86"
262,"Dumbo Lust","NC-17","Family","0.99","2.85","-1.86"
499,"King Evolution","NC-17","Family","4.99","2.85","2.14"
442,"Hunting Musketeers","NC-17","Family","2.99","2.85","0.14"
634,"Odds Boogie","NC-17","Family","0.99","2.85","-1.86"
458,"Indian Love","NC-17","Family","0.99","2.85","-1.86"
31,"Apache Divine","NC-17","Family","4.99","2.85","2.14"
550,"Maguire Apache","NC-17","Family","2.99","2.85","0.14"
112,"Calendar Gunfight","NC-17","Foreign","4.99","3.66","1.33"
669,"Pearl Destiny","NC-17","Foreign","2.99","3.66","-0.67"
455,"Impossible Prejudice","NC-17","Foreign","4.99","3.66","1.33"
984,"Wonderful Drop","NC-17","Foreign","2.99","3.66","-0.67"
845,"Stepmom Dream","NC-17","Foreign","4.99","3.66","1.33"
15,"Alien Center","NC-17","Foreign","2.99","3.66","-0.67"
47,"Baby Hall","NC-17","Foreign","4.99","3.66","1.33"
16,"Alley Evolution","NC-17","Foreign","2.99","3.66","-0.67"
198,"Crystal Breaking","NC-17","Foreign","2.99","3.66","-0.67"
459,"Informer Double","NC-17","Foreign","4.99","3.66","1.33"
821,"Sorority Queen","NC-17","Foreign","0.99","3.66","-2.67"
353,"Gentlemen Stage","NC-17","Foreign","2.99","3.66","-0.67"
117,"Candles Grapes","NC-17","Games","4.99","2.49","2.50"
941,"Videotape Arsenic","NC-17","Games","4.99","2.49","2.50"
949,"Volcano Texas","NC-17","Games","0.99","2.49","-1.50"
934,"Vanilla Day","NC-17","Games","4.99","2.49","2.50"
483,"Jericho Mulan","NC-17","Games","2.99","2.49","0.50"
560,"Mars Roman","NC-17","Games","0.99","2.49","-1.50"
684,"Pizza Jumanji","NC-17","Games","2.99","2.49","0.50"
507,"Ladybugs Armageddon","NC-17","Games","0.99","2.49","-1.50"
189,"Creatures Shakespeare","NC-17","Games","0.99","2.49","-1.50"
807,"Sleuth Orient","NC-17","Games","0.99","2.49","-1.50"
746,"Rouge Squad","NC-17","Games","0.99","2.49","-1.50"
438,"Human Graffiti","NC-17","Games","2.99","2.49","0.50"
331,"Forward Temple","NC-17","Games","2.99","2.49","0.50"
646,"Outbreak Divine","NC-17","Games","0.99","2.49","-1.50"
842,"State Wasteland","NC-17","Games","2.99","2.49","0.50"
232,"Dirty Ace","NC-17","Games","2.99","2.49","0.50"
799,"Simon North","NC-17","Horror","0.99","2.13","-1.14"
722,"Reef Salute","NC-17","Horror","0.99","2.13","-1.14"
92,"Bowfinger Gables","NC-17","Horror","4.99","2.13","2.86"
34,"Arabia Dogma","NC-17","Horror","0.99","2.13","-1.14"
998,"Zhivago Core","NC-17","Horror","0.99","2.13","-1.14"
334,"Freddy Storm","NC-17","Horror","4.99","2.13","2.86"
885,"Texas Watch","NC-17","Horror","0.99","2.13","-1.14"
161,"Clue Grail","NC-17","Music","4.99","3.49","1.50"
244,"Dorado Notting","NC-17","Music","4.99","3.49","1.50"
378,"Greatest North","NC-17","Music","2.99","3.49","-0.50"
767,"Scalawag Duck","NC-17","Music","4.99","3.49","1.50"
76,"Birdcage Casper","NC-17","Music","0.99","3.49","-2.50"
752,"Runner Madigan","NC-17","Music","0.99","3.49","-2.50"
741,"Roman Punk","NC-17","Music","0.99","3.49","-2.50"
398,"Hanover Galaxy","NC-17","Music","4.99","3.49","1.50"
51,"Balloon Homeward","NC-17","Music","2.99","3.49","-0.50"
411,"Heavenly Gun","NC-17","Music","4.99","3.49","1.50"
997,"Youth Kick","NC-17","Music","0.99","3.49","-2.50"
220,"Deer Virginian","NC-17","Music","2.99","3.49","-0.50"
647,"Outfield Massacre","NC-17","Music","0.99","3.49","-2.50"
255,"Driving Polish","NC-17","Music","4.99","3.49","1.50"
284,"Enemy Odds","NC-17","Music","4.99","3.49","1.50"
462,"Insider Arizona","NC-17","Music","2.99","3.49","-0.50"
174,"Confidential Interview","NC-17","Music","4.99","3.49","1.50"
936,"Vanishing Rocky","NC-17","Music","2.99","3.49","-0.50"
278,"Elf Murder","NC-17","Music","4.99","3.49","1.50"
133,"Chamber Italian","NC-17","Music","4.99","3.49","1.50"
675,"Phantom Glory","NC-17","New","2.99","2.99","0.00"
720,"Redemption Comforts","NC-17","New","2.99","2.99","0.00"
751,"Runaway Tenenbaums","NC-17","New","0.99","2.99","-2.00"
677,"Pianist Outfield","NC-17","New","0.99","2.99","-2.00"
933,"Vampire Whale","NC-17","New","4.99","2.99","2.00"
632,"Nuts Ties","NC-17","New","4.99","2.99","2.00"
267,"Eagles Panky","NC-17","New","4.99","2.99","2.00"
846,"Sting Personal","NC-17","New","4.99","2.99","2.00"
492,"Jungle Closer","NC-17","New","0.99","2.99","-2.00"
270,"Earth Vision","NC-17","New","0.99","2.99","-2.00"
136,"Chaplin License","NC-17","New","2.99","2.99","0.00"
364,"Godfather Diary","NC-17","New","2.99","2.99","0.00"
436,"Hours Rage","NC-17","New","0.99","2.99","-2.00"
283,"Ending Crowds","NC-17","New","0.99","2.99","-2.00"
561,"Mask Peach","NC-17","New","2.99","2.99","0.00"
937,"Varsity Trip","NC-17","New","2.99","2.99","0.00"
251,"Dragonfly Strangers","NC-17","New","4.99","2.99","2.00"
321,"Flash Wars","NC-17","New","4.99","2.99","2.00"
422,"Hollow Jeopardy","NC-17","Sci-Fi","4.99","3.21","1.78"
625,"None Spiking","NC-17","Sci-Fi","0.99","3.21","-2.22"
151,"Cincinatti Whisperer","NC-17","Sci-Fi","4.99","3.21","1.78"
397,"Hanky October","NC-17","Sci-Fi","2.99","3.21","-0.22"
114,"Camelot Vacation","NC-17","Sci-Fi","0.99","3.21","-2.22"
520,"License Weekend","NC-17","Sci-Fi","2.99","3.21","-0.22"
714,"Random Go","NC-17","Sci-Fi","2.99","3.21","-0.22"
655,"Panther Reds","NC-17","Sci-Fi","4.99","3.21","1.78"
620,"Nemo Campus","NC-17","Sci-Fi","2.99","3.21","-0.22"
279,"Elizabeth Shane","NC-17","Sports","4.99","2.99","2.00"
474,"Jade Bunch","NC-17","Sports","2.99","2.99","0.00"
606,"Mummy Creatures","NC-17","Sports","0.99","2.99","-2.00"
120,"Caribbean Liberty","NC-17","Sports","4.99","2.99","2.00"
488,"Joon Northwest","NC-17","Sports","0.99","2.99","-2.00"
27,"Anonymous Human","NC-17","Sports","0.99","2.99","-2.00"
773,"Seabiscuit Punk","NC-17","Sports","2.99","2.99","0.00"
10,"Aladdin Calendar","NC-17","Sports","4.99","2.99","2.00"
113,"California Birds","NC-17","Sports","4.99","2.99","2.00"
671,"Perdition Fargo","NC-17","Sports","4.99","2.99","2.00"
570,"Mermaid Insects","NC-17","Sports","4.99","2.99","2.00"
42,"Artist Coldblooded","NC-17","Sports","2.99","2.99","0.00"
187,"Cranes Reservoir","NC-17","Sports","2.99","2.99","0.00"
517,"Lesson Cleopatra","NC-17","Sports","0.99","2.99","-2.00"
361,"Gleaming Jawbreaker","NC-17","Sports","2.99","2.99","0.00"
796,"Sierra Divide","NC-17","Sports","0.99","2.99","-2.00"
383,"Groove Fiction","NC-17","Sports","0.99","2.99","-2.00"
451,"Igby Maker","NC-17","Travel","4.99","3.59","1.40"
286,"Enough Raging","NC-17","Travel","2.99","3.59","-0.60"
167,"Coma Head","NC-17","Travel","4.99","3.59","1.40"
87,"Boondock Ballroom","NC-17","Travel","0.99","3.59","-2.60"
386,"Gump Date","NC-17","Travel","4.99","3.59","1.40"
169,"Comforts Rush","NC-17","Travel","2.99","3.59","-0.60"
125,"Cassidy Wyoming","NC-17","Travel","2.99","3.59","-0.60"
981,"Wolves Desire","NC-17","Travel","0.99","3.59","-2.60"
307,"Fellowship Autumn","NC-17","Travel","4.99","3.59","1.40"
405,"Haunted Antitrust","NC-17","Travel","4.99","3.59","1.40"
